FEDID,FED_CHANNEL,OLD_COARSE,OLD_FINE,OLD_DELAY,OFFSET,NEW_COARSE,NEW_FINE,NEW_DELAY,DIFF_FED
50,0,12,17,283,7,12,10,290,7
50,1,12,17,283,7,12,10,290,7
50,2,12,17,283,7,12,10,290,7
50,3,12,22,278,-3,11,0,275,-3
50,4,12,22,278,-3,11,0,275,-3
50,5,12,22,278,-3,11,0,275,-3
50,6,12,16,284,2,12,14,286,2
50,7,12,16,284,2,12,14,286,2
50,8,12,16,284,2,12,14,286,2
50,9,12,20,280,5,12,15,285,5
50,10,12,20,280,5,12,15,285,5
50,11,12,20,280,5,12,15,285,5
50,12,12,16,284,-8,12,24,276,-8
50,13,12,16,284,-8,12,24,276,-8
50,14,12,16,284,-8,12,24,276,-8
50,15,12,17,283,4,12,13,287,4
50,16,12,17,283,4,12,13,287,4
50,17,12,17,283,4,12,13,287,4
50,18,12,23,277,2,12,21,279,2
50,19,12,23,277,2,12,21,279,2
50,20,12,23,277,2,12,21,279,2
50,21,12,22,278,8,12,14,286,8
50,22,12,22,278,8,12,14,286,8
50,23,12,22,278,8,12,14,286,8
50,24,13,12,313,0,13,12,313,0
50,25,12,8,292,0,12,8,292,0
50,26,12,8,292,0,12,8,292,0
50,27,12,8,292,0,12,8,292,0
50,28,12,8,292,0,12,8,292,0
50,29,12,8,292,0,12,8,292,0
50,30,12,17,283,2,12,15,285,2
50,31,12,17,283,2,12,15,285,2
50,32,12,17,283,2,12,15,285,2
50,33,12,16,284,-1,12,17,283,-1
50,34,12,16,284,-1,12,17,283,-1
50,35,12,16,284,-1,12,17,283,-1
50,36,12,8,292,0,12,8,292,0
50,37,12,8,292,0,12,8,292,0
50,38,12,8,292,0,12,8,292,0
50,39,12,8,292,0,12,8,292,0
50,40,12,8,292,0,12,8,292,0
50,41,12,8,292,0,12,8,292,0
50,42,12,8,292,0,12,8,292,0
50,43,12,8,292,0,12,8,292,0
50,44,12,8,292,0,12,8,292,0
50,45,12,8,292,0,12,8,292,0
50,46,12,8,292,0,12,8,292,0
50,47,12,8,292,0,12,8,292,0
50,48,12,17,283,6,12,11,289,6
50,49,12,17,283,6,12,11,289,6
50,50,12,17,283,6,12,11,289,6
50,51,12,18,282,0,12,18,282,0
50,52,12,18,282,0,12,18,282,0
50,53,12,19,281,0,12,19,281,0
50,54,12,17,283,-10,11,2,273,-10
50,55,12,17,283,-10,11,2,273,-10
50,56,12,17,283,-10,11,2,273,-10
50,57,12,17,283,-5,12,22,278,-5
50,58,12,17,283,-5,12,22,278,-5
50,59,12,17,283,-5,12,22,278,-5
50,60,12,18,282,-3,12,21,279,-3
50,61,12,18,282,-3,12,21,279,-3
50,62,12,18,282,-3,12,21,279,-3
50,63,12,18,282,-2,12,20,280,-2
50,64,12,18,282,-2,12,20,280,-2
50,65,12,18,282,-2,12,20,280,-2
50,66,12,17,283,2,12,15,285,2
50,67,12,17,283,2,12,15,285,2
50,68,12,17,283,2,12,15,285,2
50,69,12,18,282,-8,11,1,274,-8
50,70,12,18,282,-8,11,1,274,-8
50,71,12,18,282,-8,11,1,274,-8
50,72,12,20,280,5,12,15,285,5
50,73,12,20,280,5,12,15,285,5
50,74,12,20,280,5,12,15,285,5
50,75,13,3,322,0,13,3,322,0
50,76,13,3,322,0,13,3,322,0
50,77,13,3,322,0,13,3,322,0
50,78,12,20,280,9,12,11,289,9
50,79,12,20,280,9,12,11,289,9
50,80,12,20,280,9,12,11,289,9
50,81,12,17,283,-6,12,23,277,-6
50,82,12,17,283,-6,12,23,277,-6
50,83,12,17,283,-6,12,23,277,-6
50,84,12,19,281,-4,12,23,277,-4
50,85,12,19,281,-4,12,23,277,-4
50,86,12,19,281,-4,12,23,277,-4
50,87,12,19,281,-3,12,22,278,-3
50,88,12,19,281,-3,12,22,278,-3
50,89,12,19,281,-3,12,22,278,-3
50,90,11,0,275,7,12,18,282,7
50,91,11,0,275,7,12,18,282,7
50,92,11,0,275,7,12,18,282,7
50,93,11,0,275,6,12,19,281,6
50,94,11,0,275,6,12,19,281,6
50,95,11,0,275,6,12,19,281,6
51,0,12,17,283,-9,11,1,274,-9
51,1,12,17,283,-9,11,1,274,-9
51,2,12,17,283,-9,11,1,274,-9
51,3,12,19,281,5,12,14,286,5
51,4,12,19,281,5,12,14,286,5
51,5,12,19,281,5,12,14,286,5
51,6,12,18,282,5,12,13,287,5
51,7,12,18,282,5,12,13,287,5
51,8,12,18,282,5,12,13,287,5
51,9,12,17,283,7,12,10,290,7
51,10,12,17,283,7,12,10,290,7
51,11,12,17,283,7,12,10,290,7
51,12,15,23,352,0,15,23,352,0
51,13,15,23,352,0,15,23,352,0
51,14,15,23,352,0,15,23,352,0
51,15,15,23,352,0,15,23,352,0
51,16,15,23,352,0,15,23,352,0
51,17,15,23,352,0,15,23,352,0
51,18,15,23,352,0,15,23,352,0
51,19,15,23,352,0,15,23,352,0
51,20,15,23,352,0,15,23,352,0
51,21,15,23,352,0,15,23,352,0
51,22,15,23,352,0,15,23,352,0
51,23,15,23,352,0,15,23,352,0
51,24,15,23,352,0,15,23,352,0
51,25,15,23,352,0,15,23,352,0
51,26,15,23,352,0,15,23,352,0
51,27,15,23,352,0,15,23,352,0
51,28,15,23,352,0,15,23,352,0
51,29,15,23,352,0,15,23,352,0
51,30,15,23,352,0,15,23,352,0
51,31,15,23,352,0,15,23,352,0
51,32,15,23,352,0,15,23,352,0
51,33,15,23,352,0,15,23,352,0
51,34,15,23,352,0,15,23,352,0
51,35,15,23,352,0,15,23,352,0
51,36,12,17,283,5,12,12,288,5
51,37,12,17,283,5,12,12,288,5
51,38,12,17,283,5,12,12,288,5
51,39,12,17,283,-1,12,18,282,-1
51,40,12,17,283,-1,12,18,282,-1
51,41,12,17,283,-1,12,18,282,-1
51,42,12,19,281,4,12,15,285,4
51,43,12,19,281,4,12,15,285,4
51,44,12,19,281,4,12,15,285,4
51,45,12,19,281,10,12,9,291,10
51,46,12,19,281,10,12,9,291,10
51,47,12,19,281,10,12,9,291,10
51,48,12,17,283,1,12,16,284,1
51,49,12,17,283,1,12,16,284,1
51,50,12,17,283,1,12,16,284,1
51,51,12,21,279,7,12,14,286,7
51,52,12,21,279,7,12,14,286,7
51,53,12,21,279,7,12,14,286,7
51,54,12,18,282,-2,12,20,280,-2
51,55,12,18,282,-2,12,20,280,-2
51,56,12,18,282,-2,12,20,280,-2
51,57,12,20,280,10,12,10,290,10
51,58,12,20,280,10,12,10,290,10
51,59,12,20,280,10,12,10,290,10
51,60,12,17,283,-9,11,1,274,-9
51,61,12,17,283,-9,11,1,274,-9
51,62,12,17,283,-9,11,1,274,-9
51,63,12,20,280,3,12,17,283,3
51,64,12,20,280,3,12,17,283,3
51,65,12,20,280,3,12,17,283,3
51,66,12,18,282,8,12,10,290,8
51,67,12,18,282,8,12,10,290,8
51,68,12,18,282,8,12,10,290,8
51,69,12,18,282,1,12,17,283,1
51,70,12,18,282,1,12,17,283,1
51,71,12,18,282,1,12,17,283,1
51,72,12,19,281,-7,11,1,274,-7
51,73,12,19,281,-7,11,1,274,-7
51,74,12,19,281,-7,11,1,274,-7
51,75,12,18,282,-6,12,24,276,-6
51,76,12,18,282,-6,12,24,276,-6
51,77,12,18,282,-6,12,24,276,-6
51,78,12,19,281,-1,12,20,280,-1
51,79,12,19,281,-1,12,20,280,-1
51,80,12,19,281,-1,12,20,280,-1
51,81,12,19,281,6,12,13,287,6
51,82,12,19,281,6,12,13,287,6
51,83,12,19,281,6,12,13,287,6
51,84,12,18,282,8,12,10,290,8
51,85,12,18,282,8,12,10,290,8
51,86,12,18,282,8,12,10,290,8
51,87,12,18,282,-10,11,3,272,-10
51,88,12,18,282,-10,11,3,272,-10
51,89,12,18,282,-10,11,3,272,-10
51,90,12,20,280,3,12,17,283,3
51,91,12,20,280,3,12,17,283,3
51,92,12,20,280,3,12,17,283,3
51,93,12,19,281,1,12,18,282,1
51,94,12,19,281,1,12,18,282,1
51,95,12,19,281,1,12,18,282,1
52,0,12,14,286,-8,12,22,278,-8
52,1,12,14,286,-8,12,22,278,-8
52,2,12,14,286,-8,12,22,278,-8
52,3,12,16,284,5,12,11,289,5
52,4,12,16,284,5,12,11,289,5
52,5,12,16,284,5,12,11,289,5
52,6,12,15,285,-1,12,16,284,-1
52,7,12,15,285,-1,12,16,284,-1
52,8,12,15,285,-1,12,16,284,-1
52,9,12,16,284,5,12,11,289,5
52,10,12,16,284,5,12,11,289,5
52,11,12,16,284,5,12,11,289,5
52,12,12,15,285,6,12,9,291,6
52,13,12,15,285,6,12,9,291,6
52,14,12,15,285,6,12,9,291,6
52,15,12,15,285,-6,12,21,279,-6
52,16,12,15,285,-6,12,21,279,-6
52,17,12,15,285,-6,12,21,279,-6
52,18,12,14,286,2,12,12,288,2
52,19,12,14,286,2,12,12,288,2
52,20,12,14,286,2,12,12,288,2
52,21,12,17,283,6,12,11,289,6
52,22,12,17,283,6,12,11,289,6
52,23,12,17,283,6,12,11,289,6
52,24,12,14,286,4,12,10,290,4
52,25,12,14,286,4,12,10,290,4
52,26,12,14,286,4,12,10,290,4
52,27,12,15,285,-8,12,23,277,-8
52,28,12,15,285,-8,12,23,277,-8
52,29,12,15,285,-8,12,23,277,-8
52,30,12,17,283,5,12,12,288,5
52,31,12,17,283,5,12,12,288,5
52,32,12,17,283,5,12,12,288,5
52,33,12,13,287,-3,12,16,284,-3
52,34,12,13,287,-3,12,16,284,-3
52,35,12,13,287,-3,12,16,284,-3
52,36,12,16,284,-10,11,1,274,-10
52,37,12,16,284,-10,11,1,274,-10
52,38,12,16,284,-10,11,1,274,-10
52,39,12,13,287,7,12,6,294,7
52,40,12,13,287,7,12,6,294,7
52,41,12,13,287,7,12,6,294,7
52,42,12,16,284,-5,12,21,279,-5
52,43,12,16,284,-5,12,21,279,-5
52,44,12,16,284,-5,12,21,279,-5
52,45,12,15,285,0,12,15,285,0
52,46,12,15,285,0,12,15,285,0
52,47,12,15,285,0,12,15,285,0
52,48,12,15,285,2,12,13,287,2
52,49,12,15,285,2,12,13,287,2
52,50,12,15,285,2,12,13,287,2
52,51,12,16,284,-3,12,19,281,-3
52,52,12,16,284,-3,12,19,281,-3
52,53,12,16,284,-3,12,19,281,-3
52,54,12,17,283,-4,12,21,279,-4
52,55,12,17,283,-4,12,21,279,-4
52,56,12,17,283,-4,12,21,279,-4
52,57,12,18,282,-2,12,20,280,-2
52,58,12,18,282,-2,12,20,280,-2
52,59,12,18,282,-2,12,20,280,-2
52,60,12,17,283,-5,12,22,278,-5
52,61,12,17,283,-5,12,22,278,-5
52,62,12,17,283,-5,12,22,278,-5
52,63,12,15,285,8,12,7,293,8
52,64,12,15,285,8,12,7,293,8
52,65,12,15,285,8,12,7,293,8
52,66,12,17,283,-8,11,0,275,-8
52,67,12,17,283,-8,11,0,275,-8
52,68,12,17,283,-8,11,0,275,-8
52,69,12,18,282,-3,12,21,279,-3
52,70,12,18,282,-3,12,21,279,-3
52,71,12,18,282,-3,12,21,279,-3
52,72,12,14,286,-4,12,18,282,-4
52,73,12,14,286,-4,12,18,282,-4
52,74,12,14,286,-4,12,18,282,-4
52,75,12,15,285,-1,12,16,284,-1
52,76,12,15,285,-1,12,16,284,-1
52,77,12,15,285,-1,12,16,284,-1
52,78,12,17,283,-5,12,22,278,-5
52,79,12,17,283,-5,12,22,278,-5
52,80,12,17,283,-5,12,22,278,-5
52,81,12,15,285,9,12,6,294,9
52,82,12,15,285,9,12,6,294,9
52,83,12,15,285,9,12,6,294,9
52,84,13,3,322,0,13,3,322,0
52,85,13,3,322,0,13,3,322,0
52,86,13,3,322,0,13,3,322,0
52,87,13,3,322,0,13,3,322,0
52,88,13,3,322,0,13,3,322,0
52,89,13,3,322,0,13,3,322,0
52,90,12,17,283,9,12,8,292,9
52,91,12,17,283,9,12,8,292,9
52,92,12,17,283,9,12,8,292,9
52,93,12,17,283,0,12,17,283,0
52,94,12,17,283,0,12,17,283,0
52,95,12,17,283,0,12,17,283,0
53,0,12,12,288,4,12,8,292,4
53,1,12,12,288,4,12,8,292,4
53,2,12,12,288,4,12,8,292,4
53,3,12,14,286,8,12,6,294,8
53,4,12,14,286,8,12,6,294,8
53,5,12,14,286,8,12,6,294,8
53,6,12,15,285,3,12,12,288,3
53,7,12,15,285,3,12,12,288,3
53,8,12,15,285,3,12,12,288,3
53,9,12,12,288,-7,12,19,281,-7
53,10,12,12,288,-7,12,19,281,-7
53,11,12,12,288,-7,12,19,281,-7
53,12,12,13,287,-1,12,14,286,-1
53,13,12,13,287,-1,12,14,286,-1
53,14,12,13,287,-1,12,14,286,-1
53,15,12,14,286,-1,12,15,285,-1
53,16,12,14,286,-1,12,15,285,-1
53,17,12,14,286,-1,12,15,285,-1
53,18,12,14,286,1,12,13,287,1
53,19,12,14,286,1,12,13,287,1
53,20,12,14,286,1,12,13,287,1
53,21,12,14,286,2,12,12,288,2
53,22,12,14,286,2,12,12,288,2
53,23,12,14,286,2,12,12,288,2
53,24,12,13,287,7,12,6,294,7
53,25,12,13,287,7,12,6,294,7
53,26,12,13,287,7,12,6,294,7
53,27,12,13,287,0,12,13,287,0
53,28,12,13,287,0,12,13,287,0
53,29,12,13,287,0,12,13,287,0
53,30,12,14,286,1,12,13,287,1
53,31,12,14,286,1,12,13,287,1
53,32,12,14,286,1,12,13,287,1
53,33,12,13,287,6,12,7,293,6
53,34,12,13,287,6,12,7,293,6
53,35,12,13,287,6,12,7,293,6
53,36,12,17,283,1,12,16,284,1
53,37,12,17,283,1,12,16,284,1
53,38,12,17,283,1,12,16,284,1
53,39,12,14,286,-2,12,16,284,-2
53,40,12,14,286,-2,12,16,284,-2
53,41,12,14,286,-2,12,16,284,-2
53,42,12,17,283,-2,12,19,281,-2
53,43,12,17,283,-2,12,19,281,-2
53,44,12,17,283,-2,12,19,281,-2
53,45,12,16,284,8,12,8,292,8
53,46,12,16,284,8,12,8,292,8
53,47,12,16,284,8,12,8,292,8
53,48,12,13,287,4,12,9,291,4
53,49,12,13,287,4,12,9,291,4
53,50,12,13,287,4,12,9,291,4
53,51,12,15,285,-3,12,18,282,-3
53,52,12,15,285,-3,12,18,282,-3
53,53,12,15,285,-3,12,18,282,-3
53,54,12,17,283,-3,12,20,280,-3
53,55,12,17,283,-3,12,20,280,-3
53,56,12,17,283,-3,12,20,280,-3
53,57,12,16,284,-8,12,24,276,-8
53,58,12,16,284,-8,12,24,276,-8
53,59,12,16,284,-8,12,24,276,-8
53,60,12,15,285,6,12,9,291,6
53,61,12,15,285,6,12,9,291,6
53,62,12,15,285,6,12,9,291,6
53,63,12,15,285,8,12,7,293,8
53,64,12,15,285,8,12,7,293,8
53,65,12,15,285,8,12,7,293,8
53,66,12,16,284,8,12,8,292,8
53,67,12,16,284,8,12,8,292,8
53,68,12,16,284,8,12,8,292,8
53,69,12,17,283,5,12,12,288,5
53,70,12,17,283,5,12,12,288,5
53,71,12,17,283,5,12,12,288,5
53,72,12,15,285,8,12,7,293,8
53,73,12,15,285,8,12,7,293,8
53,74,12,15,285,8,12,7,293,8
53,75,12,14,286,-5,12,19,281,-5
53,76,12,14,286,-5,12,19,281,-5
53,77,12,14,286,-5,12,19,281,-5
53,78,12,16,284,8,12,8,292,8
53,79,12,16,284,8,12,8,292,8
53,80,12,16,284,8,12,8,292,8
53,81,12,15,285,3,12,12,288,3
53,82,12,15,285,3,12,12,288,3
53,83,12,15,285,3,12,12,288,3
53,84,12,14,286,-6,12,20,280,-6
53,85,12,14,286,-6,12,20,280,-6
53,86,12,14,286,-6,12,20,280,-6
53,87,12,14,286,0,12,14,286,0
53,88,12,14,286,0,12,14,286,0
53,89,12,14,286,0,12,14,286,0
53,90,13,3,322,0,13,3,322,0
53,91,13,3,322,0,13,3,322,0
53,92,13,3,322,0,13,3,322,0
53,93,13,3,322,0,13,3,322,0
53,94,13,3,322,0,13,3,322,0
53,95,13,3,322,0,13,3,322,0
54,0,11,17,258,3,11,14,261,3
54,1,11,17,258,3,11,14,261,3
54,2,11,17,258,3,11,14,261,3
54,3,11,16,259,-5,11,21,254,-5
54,4,11,16,259,-5,11,21,254,-5
54,5,11,15,260,-5,11,20,255,-5
54,6,11,15,260,-6,11,21,254,-6
54,7,11,15,260,-6,11,21,254,-6
54,8,11,15,260,-6,11,21,254,-6
54,9,11,15,260,10,11,5,270,10
54,10,11,15,260,10,11,5,270,10
54,11,11,15,260,10,11,5,270,10
54,12,14,23,327,0,14,23,327,0
54,13,14,23,327,0,14,23,327,0
54,14,14,23,327,0,14,23,327,0
54,15,14,23,327,0,14,23,327,0
54,16,14,23,327,0,14,23,327,0
54,17,14,23,327,0,14,23,327,0
54,18,14,23,327,0,14,23,327,0
54,19,14,23,327,0,14,23,327,0
54,20,14,23,327,0,14,23,327,0
54,21,14,23,327,0,14,23,327,0
54,22,14,23,327,0,14,23,327,0
54,23,14,23,327,0,14,23,327,0
54,24,14,23,327,0,14,23,327,0
54,25,14,23,327,0,14,23,327,0
54,26,14,23,327,0,14,23,327,0
54,27,14,23,327,0,14,23,327,0
54,28,14,23,327,0,14,23,327,0
54,29,14,23,327,0,14,23,327,0
54,30,14,23,327,0,14,23,327,0
54,31,14,23,327,0,14,23,327,0
54,32,14,23,327,0,14,23,327,0
54,33,14,23,327,0,14,23,327,0
54,34,14,23,327,0,14,23,327,0
54,35,14,23,327,0,14,23,327,0
54,36,11,18,257,-9,10,2,248,-9
54,37,11,18,257,-9,10,2,248,-9
54,38,11,18,257,-9,10,2,248,-9
54,39,11,18,257,-2,11,20,255,-2
54,40,11,18,257,-2,11,20,255,-2
54,41,11,18,257,-2,11,20,255,-2
54,42,11,17,258,3,11,14,261,3
54,43,11,17,258,3,11,14,261,3
54,44,11,17,258,3,11,14,261,3
54,45,11,18,257,-10,10,3,247,-10
54,46,11,18,257,-10,10,3,247,-10
54,47,11,18,257,-10,10,3,247,-10
54,48,11,18,257,-4,11,22,253,-4
54,49,11,18,257,-4,11,22,253,-4
54,50,11,18,257,-4,11,22,253,-4
54,51,11,16,259,-9,10,0,250,-9
54,52,11,16,259,-9,10,0,250,-9
54,53,11,16,259,-9,10,0,250,-9
54,54,11,19,256,-10,10,4,246,-10
54,55,11,19,256,-10,10,4,246,-10
54,56,11,19,256,-10,10,4,246,-10
54,57,11,19,256,-4,11,23,252,-4
54,58,11,19,256,-4,11,23,252,-4
54,59,11,19,256,-4,11,23,252,-4
54,60,11,16,259,5,11,11,264,5
54,61,11,16,259,5,11,11,264,5
54,62,11,16,259,5,11,11,264,5
54,63,11,17,258,4,11,13,262,4
54,64,11,17,258,4,11,13,262,4
54,65,11,17,258,4,11,13,262,4
54,66,11,17,258,2,11,15,260,2
54,67,11,17,258,2,11,15,260,2
54,68,11,17,258,2,11,15,260,2
54,69,11,18,257,-4,11,22,253,-4
54,70,11,18,257,-4,11,22,253,-4
54,71,11,18,257,-4,11,22,253,-4
54,72,11,16,259,2,11,14,261,2
54,73,11,16,259,2,11,14,261,2
54,74,11,16,259,2,11,14,261,2
54,75,11,19,256,-2,11,21,254,-2
54,76,11,19,256,-2,11,21,254,-2
54,77,11,19,256,-2,11,21,254,-2
54,78,11,18,257,1,11,17,258,1
54,79,11,18,257,1,11,17,258,1
54,80,11,18,257,1,11,17,258,1
54,81,11,19,256,4,11,15,260,4
54,82,11,19,256,4,11,15,260,4
54,83,11,19,256,4,11,15,260,4
54,84,11,18,257,-3,11,21,254,-3
54,85,11,18,257,-3,11,21,254,-3
54,86,11,18,257,-3,11,21,254,-3
54,87,11,16,259,-4,11,20,255,-4
54,88,11,16,259,-4,11,20,255,-4
54,89,11,16,259,-4,11,20,255,-4
54,90,11,17,258,1,11,16,259,1
54,91,11,17,258,1,11,16,259,1
54,92,11,17,258,1,11,16,259,1
54,93,11,19,256,-4,11,23,252,-4
54,94,11,19,256,-4,11,23,252,-4
54,95,11,19,256,-4,11,23,252,-4
55,0,11,13,262,-5,11,18,257,-5
55,1,11,13,262,-5,11,18,257,-5
55,2,11,13,262,-5,11,18,257,-5
55,3,11,13,262,-5,11,18,257,-5
55,4,11,13,262,-5,11,18,257,-5
55,5,11,13,262,-5,11,18,257,-5
55,6,11,14,261,4,11,10,265,4
55,7,11,14,261,4,11,10,265,4
55,8,11,14,261,4,11,10,265,4
55,9,11,13,262,-9,11,22,253,-9
55,10,11,13,262,-9,11,22,253,-9
55,11,11,13,262,-9,11,22,253,-9
55,12,12,2,298,0,12,2,298,0
55,13,12,2,298,0,12,2,298,0
55,14,12,2,298,0,12,2,298,0
55,15,12,2,298,0,12,2,298,0
55,16,12,2,298,0,12,2,298,0
55,17,12,2,298,0,12,2,298,0
55,18,11,16,259,9,11,7,268,9
55,19,11,16,259,9,11,7,268,9
55,20,11,16,259,9,11,7,268,9
55,21,11,14,261,7,11,7,268,7
55,22,11,14,261,7,11,7,268,7
55,23,11,14,261,7,11,7,268,7
55,24,11,14,261,6,11,8,267,6
55,25,11,14,261,6,11,8,267,6
55,26,11,14,261,6,11,8,267,6
55,27,11,16,259,-9,10,0,250,-9
55,28,11,16,259,-9,10,0,250,-9
55,29,11,16,259,-9,10,0,250,-9
55,30,11,14,261,3,11,11,264,3
55,31,11,14,261,3,11,11,264,3
55,32,11,14,261,3,11,11,264,3
55,33,11,14,261,-8,11,22,253,-8
55,34,11,14,261,-8,11,22,253,-8
55,35,11,14,261,-8,11,22,253,-8
55,36,11,16,259,5,11,11,264,5
55,37,11,16,259,5,11,11,264,5
55,38,11,16,259,5,11,11,264,5
55,39,11,14,261,5,11,9,266,5
55,40,11,14,261,5,11,9,266,5
55,41,11,14,261,5,11,9,266,5
55,42,11,16,259,5,11,11,264,5
55,43,11,16,259,5,11,11,264,5
55,44,11,16,259,5,11,11,264,5
55,45,11,16,259,-5,11,21,254,-5
55,46,11,16,259,-5,11,21,254,-5
55,47,11,16,259,-5,11,21,254,-5
55,48,11,16,259,6,11,10,265,6
55,49,11,16,259,6,11,10,265,6
55,50,11,16,259,6,11,10,265,6
55,51,11,15,260,6,11,9,266,6
55,52,11,15,260,6,11,9,266,6
55,53,11,15,260,6,11,9,266,6
55,54,11,18,257,-6,11,24,251,-6
55,55,11,18,257,-6,11,24,251,-6
55,56,11,18,257,-6,11,24,251,-6
55,57,11,17,258,-4,11,21,254,-4
55,58,11,17,258,-4,11,21,254,-4
55,59,11,17,258,-4,11,21,254,-4
55,60,11,16,259,-6,11,22,253,-6
55,61,11,16,259,-6,11,22,253,-6
55,62,11,16,259,-6,11,22,253,-6
55,63,11,16,259,8,11,8,267,8
55,64,11,16,259,8,11,8,267,8
55,65,11,16,259,8,11,8,267,8
55,66,11,16,259,-6,11,22,253,-6
55,67,11,16,259,-6,11,22,253,-6
55,68,11,16,259,-6,11,22,253,-6
55,69,11,14,261,-2,11,16,259,-2
55,70,11,14,261,-2,11,16,259,-2
55,71,11,14,261,-2,11,16,259,-2
55,72,11,12,263,-2,11,14,261,-2
55,73,11,12,263,-2,11,14,261,-2
55,74,11,13,262,-2,11,15,260,-2
55,75,11,14,261,7,11,7,268,7
55,76,11,14,261,7,11,7,268,7
55,77,11,14,261,7,11,7,268,7
55,78,11,18,257,-3,11,21,254,-3
55,79,11,18,257,-3,11,21,254,-3
55,80,11,18,257,-3,11,21,254,-3
55,81,11,15,260,5,11,10,265,5
55,82,11,16,259,5,11,11,264,5
55,83,11,15,260,5,11,10,265,5
55,84,11,14,261,4,11,10,265,4
55,85,11,14,261,4,11,10,265,4
55,86,11,14,261,4,11,10,265,4
55,87,11,13,262,-9,11,22,253,-9
55,88,11,13,262,-9,11,22,253,-9
55,89,11,13,262,-9,11,22,253,-9
55,90,11,15,260,6,11,9,266,6
55,91,11,15,260,6,11,9,266,6
55,92,11,15,260,6,11,9,266,6
55,93,11,14,261,5,11,9,266,5
55,94,11,14,261,5,11,9,266,5
55,95,11,14,261,5,11,9,266,5
56,0,10,13,237,8,10,5,245,8
56,1,10,14,236,8,10,6,244,8
56,2,10,13,237,8,10,5,245,8
56,3,10,14,236,-4,10,18,232,-4
56,4,10,14,236,-4,10,18,232,-4
56,5,10,14,236,-4,10,18,232,-4
56,6,10,15,235,5,10,10,240,5
56,7,10,15,235,5,10,10,240,5
56,8,10,14,236,5,10,9,241,5
56,9,10,14,236,9,10,5,245,9
56,10,10,14,236,9,10,5,245,9
56,11,10,14,236,9,10,5,245,9
56,12,10,11,239,-10,10,21,229,-10
56,13,10,11,239,-10,10,21,229,-10
56,14,10,11,239,-10,10,21,229,-10
56,15,10,13,237,-9,10,22,228,-9
56,16,10,13,237,-9,10,22,228,-9
56,17,10,13,237,-9,10,22,228,-9
56,18,10,15,235,-8,10,23,227,-8
56,19,10,15,235,-8,10,23,227,-8
56,20,10,15,235,-8,10,23,227,-8
56,21,10,14,236,-1,10,15,235,-1
56,22,10,14,236,-1,10,15,235,-1
56,23,10,14,236,-1,10,15,235,-1
56,24,11,1,274,0,11,1,274,0
56,25,11,1,274,0,11,1,274,0
56,26,11,1,274,0,11,1,274,0
56,27,11,1,274,0,11,1,274,0
56,28,11,1,274,0,11,1,274,0
56,29,11,1,274,0,11,1,274,0
56,30,10,16,234,-6,10,22,228,-6
56,31,10,16,234,-6,10,22,228,-6
56,32,10,16,234,-6,10,22,228,-6
56,33,10,15,235,-3,10,18,232,-3
56,34,10,15,235,-3,10,18,232,-3
56,35,10,15,235,-3,10,18,232,-3
56,36,10,13,237,4,10,9,241,4
56,37,10,13,237,4,10,9,241,4
56,38,10,13,237,4,10,9,241,4
56,39,10,13,237,6,10,7,243,6
56,40,10,13,237,6,10,7,243,6
56,41,10,13,237,6,10,7,243,6
56,42,10,16,234,7,10,9,241,7
56,43,10,16,234,7,10,9,241,7
56,44,10,16,234,7,10,9,241,7
56,45,10,15,235,2,10,13,237,2
56,46,10,15,235,2,10,13,237,2
56,47,10,15,235,2,10,13,237,2
56,48,10,13,237,-9,10,22,228,-9
56,49,10,14,236,-9,10,23,227,-9
56,50,10,14,236,-9,10,23,227,-9
56,51,10,15,235,-10,9,0,225,-10
56,52,10,15,235,-10,9,0,225,-10
56,53,10,15,235,-10,9,0,225,-10
56,54,10,16,234,-10,9,1,224,-10
56,55,10,16,234,-10,9,1,224,-10
56,56,10,16,234,-10,9,1,224,-10
56,57,10,16,234,-6,10,22,228,-6
56,58,10,16,234,-6,10,22,228,-6
56,59,10,16,234,-6,10,22,228,-6
56,60,10,15,235,-1,10,16,234,-1
56,61,10,15,235,-1,10,16,234,-1
56,62,10,15,235,-1,10,16,234,-1
56,63,10,15,235,5,10,10,240,5
56,64,10,15,235,5,10,10,240,5
56,65,10,15,235,5,10,10,240,5
56,66,10,17,233,-10,9,2,223,-10
56,67,10,17,233,-10,9,2,223,-10
56,68,10,17,233,-10,9,2,223,-10
56,69,10,16,234,5,10,11,239,5
56,70,10,16,234,5,10,11,239,5
56,71,10,16,234,5,10,11,239,5
56,72,10,15,235,-5,10,20,230,-5
56,73,10,15,235,-5,10,20,230,-5
56,74,10,15,235,-5,10,20,230,-5
56,75,10,14,236,-7,10,21,229,-7
56,76,10,14,236,-7,10,21,229,-7
56,77,10,14,236,-7,10,21,229,-7
56,78,10,18,232,-3,10,21,229,-3
56,79,10,18,232,-3,10,21,229,-3
56,80,10,18,232,-3,10,21,229,-3
56,81,10,17,233,5,10,12,238,5
56,82,10,17,233,5,10,12,238,5
56,83,10,17,233,5,10,12,238,5
56,84,10,14,236,0,10,14,236,0
56,85,10,14,236,0,10,14,236,0
56,86,10,14,236,0,10,14,236,0
56,87,10,12,238,-4,10,16,234,-4
56,88,10,12,238,-4,10,16,234,-4
56,89,10,12,238,-4,10,16,234,-4
56,90,10,15,235,5,10,10,240,5
56,91,10,15,235,5,10,10,240,5
